timestamp,symbol,usd_score,btc_score
2026-01-18 10:30:00+00:00,ADA,0.0240219886952659,0.0778362804937435
2026-01-18 10:30:00+00:00,AVAX,-0.2147004484918104,-0.2249399049463516
2026-01-18 10:30:00+00:00,BCH,-0.4658363392625746,-0.4050601100580354
2026-01-18 10:30:00+00:00,BNB,0.3284362823646639,0.3221813537394476
2026-01-18 10:30:00+00:00,BTC,0.417130022951405,0.4177271412083129
2026-01-18 10:30:00+00:00,DOGE,-0.0189899504041547,0.000513698139092
2026-01-18 10:30:00+00:00,ETH,0.7288635088643372,0.6984415380903706
2026-01-18 10:30:00+00:00,FIGR_HELOC,-0.404187382082293,-0.3870214054181497
2026-01-18 10:30:00+00:00,HBAR,-0.6016117582147694,-0.6346776048131536
2026-01-18 10:30:00+00:00,HYPE,1.3423503770042695,1.275320742598506
2026-01-18 10:30:00+00:00,LINK,0.2986937918199007,0.288170932308685
2026-01-18 10:30:00+00:00,LTC,0.0114724774595548,0.0858123059630073
2026-01-18 10:30:00+00:00,SHIB,0.1767006488582968,0.3739721624505197
2026-01-18 10:30:00+00:00,SOL,-0.0489084466380209,0.0004218531202754
2026-01-18 10:30:00+00:00,SUI,-0.5243598221945016,-0.5059361283195454
2026-01-18 10:30:00+00:00,TRX,1.168288941885133,1.2096784261483042
2026-01-18 10:30:00+00:00,XLM,-0.0304661186684756,-0.0349657692343198
2026-01-18 10:30:00+00:00,XMR,-2.033163110433191,-2.426075596306583
2026-01-18 10:30:00+00:00,XRP,0.0091809795096703,0.0561828454264599
2026-01-18 10:30:00+00:00,ZEC,-0.2211710202089645,-0.2458381377768445
2026-01-18 13:00:00+00:00,ADA,0.0391604545325685,0.0776139299329913
2026-01-18 13:00:00+00:00,AVAX,-0.1238929503103673,-0.072351765677068
2026-01-18 13:00:00+00:00,BCH,-0.2828634409844583,-0.1407426939563844
2026-01-18 13:00:00+00:00,BNB,0.7560089271966861,0.7998054106324234
2026-01-18 13:00:00+00:00,BTC,0.4705215942539867,0.4624456937099171
2026-01-18 13:00:00+00:00,DOGE,0.1645457705490303,0.231555872122663
2026-01-18 13:00:00+00:00,ETH,0.7694051197324566,0.7459655252892317
2026-01-18 13:00:00+00:00,FIGR_HELOC,-0.3256050672658755,-0.2846335383310044
2026-01-18 13:00:00+00:00,HBAR,-0.0038749768283318,0.0904620570747536
2026-01-18 13:00:00+00:00,HYPE,0.6922282396278172,0.4906843569691541
2026-01-18 13:00:00+00:00,LINK,0.537255018003492,0.5481577687135868
2026-01-18 13:00:00+00:00,LTC,-0.0401735728580194,-0.0597644027148349
2026-01-18 13:00:00+00:00,SHIB,-0.1542716536189932,-0.0424625489748997
2026-01-18 13:00:00+00:00,SOL,0.2119846740499066,0.2407133256684802
2026-01-18 13:00:00+00:00,SUI,-0.2061659507913763,-0.1083750547800998
2026-01-18 13:00:00+00:00,TRX,0.5351459807949946,0.4492410388012447
2026-01-18 13:00:00+00:00,XLM,0.1626072988925806,0.2049294346314112
2026-01-18 13:00:00+00:00,XMR,-1.5192506776344503,-1.730769820686475
2026-01-18 13:00:00+00:00,XRP,0.1072381585801037,0.164712284698015
2026-01-18 13:00:00+00:00,ZEC,-1.8482829020372176,-2.1254668292385723
2026-01-18 20:30:00+00:00,ADA,0.0051411484983237,0.0441863883924583
2026-01-18 20:30:00+00:00,AVAX,0.0106213859369042,0.0460302124785802
2026-01-18 20:30:00+00:00,BCH,-0.2569910265180311,-0.2225828224301576
2026-01-18 20:30:00+00:00,BNB,0.5904519499319811,0.5153646098758076
2026-01-18 20:30:00+00:00,BTC,0.3820446414621775,0.275197047099452
2026-01-18 20:30:00+00:00,DOGE,-0.0378261361421117,-0.0439276157437672
2026-01-18 20:30:00+00:00,ETH,0.6730371895638417,0.4967341373541398
2026-01-18 20:30:00+00:00,FIGR_HELOC,-0.4112339936457179,-0.3324292363507304
2026-01-18 20:30:00+00:00,HBAR,-0.4683281377576934,-0.3938172087719651
2026-01-18 20:30:00+00:00,HYPE,-0.980622450130156,-1.1464219580655473
2026-01-18 20:30:00+00:00,LINK,0.4972764005718532,0.412157322587648
2026-01-18 20:30:00+00:00,LTC,0.0002314196014862,0.0036661543511867
