name,symbol,market_cap_rank,usd_score,btc_score,quadrant,pct_1h,pct_24h,pct_7d,pct_1h_btc,pct_24h_btc,pct_7d_btc,price_usd,price_btc,market_cap,volume_usd
Solana,SOL,6,0.6090186479477924,0.7441843072285519,A 強×強（本命）,0.8797824424954066,-2.8614352496700097,5.643100322068469,0.7374227129801494,-2.169422338875158,7.760309972221574,184.62,0.00158528,99361453890,4692940714
Cardano,ADA,9,0.6048050895005385,0.5992842369378368,A 強×強（本命）,0.47759322283783745,-3.1604662669436943,19.90730647357564,0.36244408171470377,-2.3779477421333253,22.231633152063207,0.927057,7.96e-06,33731193836,2642765336
Ethena USDe,USDE,20,0.5001685014011091,0.4240545398979568,A 強×強（本命）,0.08471417625153091,0.04877991106784627,0.12242923980909733,-0.05538069637709684,0.8431272548271888,2.2038449767426274,1.002,8.6e-06,11430760727,225931314
Stellar,XLM,17,0.18640792338738682,0.28863331436367273,A 強×強（本命）,0.41946378942700907,-1.7734811187746595,-3.472611983326277,0.3043812656870783,-1.058095016459727,-1.517352549672395,0.416536,3.58e-06,13024719063,388933372
Bitcoin,BTC,1,0.3239241263485887,0.2870344290152703,A 強×強（本命）,0.1310829107800144,-0.7043754729217675,-1.9028338043693658,0.0,0.0,0.0,116468.0,1.0,2316164635776,42890206573
XRP,XRP,3,0.2810522437471867,0.2335087923930472,A 強×強（本命）,0.1282194839841029,-0.6719185992850789,-2.1763229241225863,-0.013079653439298594,0.035692377986875176,-0.28007332013934877,3.06,2.631e-05,181892034454,8046817935
TRON,TRX,11,0.28368037005124014,0.19969110268033416,A 強×強（本命）,0.050610534928054,-0.833419612649495,1.9964666367122463,-0.08828569037340274,-0.11118701974867581,4.0516157960494725,0.350935,3.01e-06,33206279449,1143739204
Dogecoin,DOGE,10,-0.008376618314198697,0.19827247532194534,C 弱×強（BTC重・アルト優勢）,0.7735303969897611,-4.128491226575848,0.5845250452241469,0.6300784224182971,-3.4004257271987943,2.656200619776273,0.224181,1.92e-06,33539525763,3217806159
Hedera,HBAR,22,0.11887447642438757,0.18078834258859436,A 強×強（本命）,0.4018724956771598,-2.3441098575100288,-0.08170459375271247,0.2617071808105939,-1.6328796580401044,1.9207733590527143,0.24592,2.11e-06,10377232908,292351047
Sui,SUI,18,0.012415440519573566,0.1776073207367774,A 強×強（本命）,0.674076388365716,-3.55330420191994,-0.8116898378216142,0.5307659874184016,-2.850880593977864,1.0972429529383223,3.63,3.115e-05,12724666503,1625555592
Bitcoin Cash,BCH,21,0.10733579532356155,0.13901565865179244,A 強×強（本命）,0.3016600218812533,-1.9021168074786203,-1.3959244546563594,0.16011612829895389,-1.1876675619820871,0.526434177895118,571.16,0.00490431,11367995758,206393729
Avalanche,AVAX,23,-0.19633783304346833,-0.009412337723997357,D 弱×弱（様子見）,0.7082075553591718,-5.0212344866739,4.548821907934862,0.5676145836269827,-4.329501850343539,6.666563561501393,23.86,0.00020491,10073280895,839121521
BNB,BNB,5,0.14418615554542627,-0.013738275669721483,B 強×弱（USD強・BTC優位）,-0.17040966565450752,-1.0109486690084482,5.556905558392368,-0.3112873830080147,-0.28960034288373887,7.672387766006455,846.78,0.00727096,117900350523,1709867861
Ethereum,ETH,2,-0.1344127450200303,-0.09133193973599507,D 弱×弱（様子見）,0.18594305291679217,-3.0089034424454915,2.324832050773674,0.07112814816912165,-2.317941091678933,4.375539775250914,4325.4,0.03714029,520499819705,42227887467
WETH,WETH,24,-0.11700043296832924,-0.10861820214124,D 弱×弱（様子見）,0.18190506338089787,-2.7388605999332136,2.35310693542841,0.042826567183685056,-2.0305053796259758,4.404159039497803,4325.91,0.03714462,9418266779,536392338
Wrapped eETH,WEETH,19,-0.23248060880782315,-0.23367104572232897,D 弱×弱（様子見）,0.11712471217550677,-2.9216761799575277,2.2484726774827712,-0.024158768506016767,-2.2146524099218303,4.308699561763956,4630.74,0.03976205,11965134485,19886347
Hyperliquid,HYPE,15,-0.5780205504109464,-0.464431482843877,D 弱×弱（様子見）,0.5334821611314547,-5.319659044600684,0.32882063288464886,0.32539926065296626,-4.629708948637779,2.339525985007387,43.38,0.0003725,14351852008,140835621
Wrapped stETH,WSTETH,13,-0.5269998190531902,-0.5691689200615982,D 弱×弱（様子見）,-0.11640051243509161,-3.156090231480071,1.8511528987833241,-0.2558333839575987,-2.450773704626301,3.8113335413136302,5205.5,0.0446973,16505330694,103372563
Chainlink,LINK,12,-0.2416843597808114,-0.632166252640166,D 弱×弱（様子見）,-0.8955956533040217,-1.7469690239379787,20.834442773709856,-1.009171095111543,-1.0470166812724442,23.15716934249806,25.51,0.00021903,17281091805,3410107022
Wrapped Beacon ETH,WBETH,16,-1.192501390757337,-1.405481651236197,D 弱×弱（様子見）,-0.6220408366158403,-3.873635340787972,1.9724842722521767,-0.8404519294470222,-3.1436344199271855,4.015909085489469,4622.12,0.03968805,13700665947,23380573
