name,symbol,market_cap_rank,usd_score,btc_score,quadrant,pct_1h,pct_24h,pct_7d,pct_1h_btc,pct_24h_btc,pct_7d_btc,price_usd,price_btc,market_cap,volume_usd
Ethereum,ETH,2,0.9456440481057741,0.9250802040159719,A 強×強（本命）,0.5618935110884414,-3.057289330376463,17.710584038515506,0.3545312993588724,1.0025314051484573,16.42786489665819,4599.66,0.03874302,554635615921,61443961767
TRON,TRX,9,0.8464708653293137,0.8353308619399542,A 強×強（本命）,0.46106977195143894,-1.013821940494952,6.342283444248921,0.261153907908177,3.0661085248584294,5.182652483924944,0.35983,3.03e-06,34070420443,2481375691
BNB,BNB,5,0.7300813836044786,0.6869548420494114,A 強×強（本命）,0.31210556337388184,-1.0358744279242045,6.785301810557108,0.10525842330310411,3.0734740597715775,5.621743205446545,841.51,0.00708803,117211804962,3767353264
Solana,SOL,6,0.3417908067607255,0.3906191945070214,A 強×強（本命）,0.4464024350529171,-4.916911185030334,10.717807075726983,0.246515758767031,-0.9349687274451327,9.51128982291962,194.03,0.0016343,104579692160,14004177339
Bitcoin,BTC,1,0.08164938222886839,0.12363052479385567,A 強×強（本命）,0.2075778641920467,-4.025254461665158,1.0460928832918999,0.0,0.0,0.0,118695.0,1.0,2361908261807,68672162678
Avalanche,AVAX,24,-0.14754494282643071,-0.05522346731718945,D 弱×弱（様子見）,0.32522589901646376,-6.018970764424487,2.697869146780792,0.12558036202918726,-2.145338386043439,1.578746990871419,23.97,0.00020189,10122284742,1197012620
Polkadot,DOT,34,-0.28259487358126656,-0.18719803814359767,D 弱×弱（様子見）,0.40945061640622804,-7.442439822110737,3.4449361358218487,0.1742678888123938,-3.6338257268049823,2.3177749670546244,4.0,3.368e-05,6087923033,546070433
Dogecoin,DOGE,10,-0.4362073188380601,-0.2371522560125787,D 弱×弱（様子見）,0.5474169082130707,-8.877857525290953,1.5019670675333816,0.34732921479956047,-5.122060378265569,0.4089882036333835,0.225577,1.9e-06,33942026095,5142372933
XRP,XRP,3,-0.560509457103647,-0.41024868815788673,D 弱×弱（様子見）,0.2231947717753428,-6.6772463439437075,-6.661379440053926,0.02375227504045919,-2.802148025363377,-7.678511724671795,3.1,2.607e-05,183554934036,11036903644
Litecoin,LTC,25,-0.5843498341433071,-0.5471052671885036,D 弱×弱（様子見）,0.2362152449123924,-7.804383935886006,-0.5493652466245845,-0.050749207948336546,-4.066797686188179,-1.610218174836485,122.02,0.00102778,9296431831,1293101167
Chainlink,LINK,14,-0.4129736594660651,-0.639645033635814,D 弱×弱（様子見）,-0.36883179046877607,-6.910201742857551,21.021207346716075,-0.6582012097036791,-3.136365580072061,19.728350583244694,22.34,0.00018821,15151160710,1839240793
Cardano,ADA,11,-0.5490083276355366,-0.9125948044157988,D 弱×弱（様子見）,-1.1926631818712334,-2.78384793550938,17.145921920410437,-1.4270080533187117,1.2874241307774155,15.869356030730833,0.922315,7.77e-06,33538591686,6414647056
