name,symbol,market_cap_rank,usd_score,btc_score,quadrant,pct_1h,pct_24h,pct_7d,pct_1h_btc,pct_24h_btc,pct_7d_btc,price_usd,price_btc,market_cap,volume_usd
BNB,BNB,5,2.089478123646879,2.2979979511052733,A 強×強（本命）,1.117084269226682,1.7272447863269949,6.191712971006412,1.210139500891044,2.1605122884270536,5.442002857569461,848.65,0.00723345,117942694133,1188802120
Chainlink,LINK,14,0.8761019722596588,0.7950466780489888,A 強×強（本命）,-0.1579274256195989,2.2938608060977685,3.1061956017702466,-0.06604555164743216,2.7296140340328834,2.383103838539611,22.62,0.00019277,15346593078,1023586825
Ethena USDe,USDE,21,0.3434392659747499,0.40014211822752166,A 強×強（本命）,8.535952853390686e-06,-0.013528978274736215,0.029263789539006595,0.08927388642484026,0.4123243772778991,-0.6311159012442187,1.001,8.53e-06,11308185159,172211225
Bitcoin,BTC,1,0.2784256109075485,0.28657662620515145,A 強×強（本命）,-0.06221440436599328,-0.40425901372968204,0.7070776775369699,0.0,0.0,0.0,117325.0,1.0,2336221993706,20955194149
Bitcoin Cash,BCH,20,0.17341332198913115,0.2266786175231737,A 強×強（本命）,-0.03164180598885384,-1.2584820538416293,3.4807911978261226,0.06139978922000174,-0.8319822620361403,2.7934635876168668,587.37,0.00500647,11689831910,207126502
Wrapped Beacon ETH,WBETH,16,0.15576887770161213,0.1761541484711222,A 強×強（本命）,-0.026067949845622714,-1.4102156054492054,3.7864893878698918,0.03797572273911673,-0.9827244761303416,3.061780916307511,4754.09,0.04052161,14091862902,3567100
Ethereum,ETH,2,0.086253206533397,0.09979832455402697,A 強×強（本命）,-0.17188924387864526,-1.3140106398454028,3.5317626409790908,-0.08277733854920853,-0.8936262875803884,2.805686343027185,4415.82,0.03763841,533158040634,22444438402
Wrapped stETH,WSTETH,12,0.06662187107119276,0.09136618893423726,A 強×強（本命）,-0.14355811603595245,-1.2370602227648,3.3655409007240253,-0.05159229508029742,-0.8163480757292026,2.68370863021363,5338.88,0.04550612,17016531175,55465052
TRON,TRX,11,0.024203940071734882,0.07288611775923474,A 強×強（本命）,-0.08356019520686284,-1.740287862270438,3.7146463845509397,0.008460882655014771,-1.3217193733837656,2.987287508691519,0.347665,2.96e-06,32925271975,1012970160
WETH,WETH,24,0.027096919989397956,0.05751855165074687,A 強×強（本命）,-0.15512670012760607,-1.4011948829258338,3.5583559409521173,-0.0573040920636682,-0.9811819196674377,2.8392314950440376,4415.69,0.03763723,9879115570,463883156
Wrapped eETH,WEETH,19,0.03869179539253628,0.053887208042906906,A 強×強（本命）,-0.1760104063284215,-1.2634364884423255,3.5738157805183657,-0.0841451736189227,-0.8429066261772965,2.8871115668424396,4735.74,0.04036524,12281657712,12012018
XRP,XRP,3,-0.1270496695461572,-0.11375337190035818,D 弱×弱（様子見）,-0.3488189664618834,0.10688147934503592,-4.101806259373562,-0.25986499805592744,0.5333185734129755,-4.774347745341758,3.1,2.639e-05,184036472231,4012439822
Hedera,HBAR,22,-0.13200673765468524,-0.13759942371848555,D 弱×弱（様子見）,-0.32407071039959995,0.373688634866831,-5.827242474129584,-0.2711780061737797,0.8012622788541945,-6.2829350971945805,0.251471,2.14e-06,10672159597,219445268
Stellar,XLM,17,-0.3654489058510715,-0.2770348007056418,D 弱×弱（様子見）,-0.2380841125178417,-1.1936436689539591,-4.615666666110187,-0.14627600450839773,-0.7727465753016347,-5.244852330901796,0.425898,3.63e-06,13344662590,266888675
Solana,SOL,6,-0.10770632523577668,-0.29924724535661507,D 弱×弱（様子見）,-0.7820682284732943,0.32156527690023723,4.45008021050173,-0.6935010015064665,0.7489168848699298,3.717563680062553,188.25,0.00160457,101673898113,4294102028
Dogecoin,DOGE,9,-0.4140470825883581,-0.3459710077939885,D 弱×弱（様子見）,-0.17706140714715884,-1.791041753304805,-4.030304404685768,-0.12409069291780625,-1.3726894667559422,-4.660888529939935,0.230671,1.97e-06,34727916019,2379992641
Sui,SUI,18,-0.33506493437017815,-0.3695070673498581,D 弱×弱（様子見）,-0.5526477004243565,0.020462700230191994,-3.707497384816046,-0.4611290765090916,0.44653166602869254,-4.386027820757178,3.76,3.201e-05,13191382007,1014241940
Avalanche,AVAX,23,-0.5181015045314139,-0.6678077351926067,D 弱×弱（様子見）,-0.8823385941820642,0.0020559287974794374,-0.6403662273851968,-0.7938608739009747,0.4280464851000006,-1.3212384319832122,24.1,0.0002054,10177130719,548244844
Cardano,ADA,10,-1.0067118486076299,-1.1072520808648845,D 弱×弱（様子見）,-0.6654371218839548,-5.643818055598246,13.514566219864404,-0.5901964598068442,-5.241877894830985,12.824996451754306,0.913215,7.78e-06,33277496736,2470443080
Hyperliquid,HYPE,13,-1.2083559616778308,-1.2948778621652082,D 弱×弱（様子見）,-0.9268569860540112,-3.8526158357855964,5.245296302460459,-0.8163617707511502,-3.4430454795890304,4.503679511522458,45.98,0.00039189,15345562729,139924459
