name,symbol,market_cap_rank,usd_score,btc_score,quadrant,pct_1h,pct_24h,pct_7d,pct_1h_btc,pct_24h_btc,pct_7d_btc,price_usd,price_btc,market_cap,volume_usd
Hyperliquid,HYPE,15,1.1625832537314276,1.3871479556085184,A 強×強（本命）,1.6570387055571147,-2.8718553211185642,-7.036771640049225,1.2615067916969254,-0.16874999293500548,-1.500642416276724,41.69,0.00036812,13919733269,330379358
Chainlink,LINK,12,0.47245996701175896,0.5935184735422498,A 強×強（本命）,1.2911493456489673,-6.633712714564259,2.235088357502767,0.8676986318337863,-3.964213995779866,8.235071963183927,23.82,0.00021033,16132336389,2356942236
Solana,SOL,6,0.4864975178522255,0.5656053017360427,A 強×強（本命）,1.0261425075542325,-3.4667661168766037,-7.0091254815770245,0.6119583455162874,-0.7067190842330423,-1.5516672688209998,178.21,0.00157359,96236842421,6008504178
LEO Token,LEO,24,0.8739330050134109,0.4879878034498753,A 強×強（本命）,0.006820199301856997,1.1769479872038475,5.567754062645401,-0.4031849735595187,4.04482419693016,11.767716998476029,9.61,8.481e-05,8864176484,2571070
Sui,SUI,18,0.11661572495482356,0.25638575476805103,A 強×強（本命）,0.987722789879218,-4.445879999326583,-10.85991112491089,0.5920178148395439,-1.7865802489024114,-5.594929494860446,3.46,3.054e-05,12143318153,1488230693
Ethena USDe,USDE,19,0.4405106602087283,0.1423338946248358,A 強×強（本命）,0.02275392748411861,-0.1295459452355882,0.03824498799216158,-0.3873165700317507,2.6904487943187667,6.042626883604905,1.001,8.84e-06,11565645255,364910762
Bitcoin,BTC,1,0.1275662281519804,0.05884493449719584,A 強×強（本命）,0.38934059657390474,-2.779619684111362,-5.614900913808362,0.0,0.0,0.0,113261.0,1.0,2254352537498,42399806311
TRON,TRX,9,0.30697762676565443,0.05538917809114933,A 強×強（本命）,0.033053656460553166,-0.6819447682485071,-1.0838978291800112,-0.3589105933189347,2.122452147206857,4.844069178018412,0.348469,3.08e-06,32984698264,1240782807
Bitcoin Cash,BCH,21,-0.045394933200209056,0.008420014481541714,C 弱×強（BTC重・アルト優勢）,0.5893113025690604,-3.3463939891440635,-10.859504478609884,0.21437765671887005,-0.6067326060209733,-5.517382166273132,552.08,0.00487484,10991848498,185818399
Ethereum,ETH,2,-0.19158116170302375,-0.07328853388838494,D 弱×弱（様子見）,0.683552118646274,-5.009525273634352,-10.245494833718015,0.31500472553232306,-2.2935883123248604,-4.977973005492426,4109.94,0.03629052,495717813338,40156300503
Stellar,XLM,17,-0.2506515596266283,-0.11174186703936617,D 弱×弱（様子見）,0.8163206965075349,-5.283774752418383,-12.25162580691423,0.4212873344046146,-2.6266685069642803,-6.9889967471246885,0.394234,3.48e-06,12345241465,316882755
Dogecoin,DOGE,10,-0.23759421394872085,-0.14400459143172784,D 弱×弱（様子見）,0.7263538244247328,-5.103033392617864,-10.697502840152024,0.3344430623994144,-2.4800023392950306,-5.456508505293067,0.211397,1.87e-06,31822974357,2371406060
BNB,BNB,5,0.036942901263332883,-0.17993623746263385,B 強×弱（USD強・BTC優位）,0.05849938263179548,-2.2821331698138803,-0.9546453575371063,-0.3356092761084094,0.45917914038682656,4.858138820783023,826.76,0.00730027,115184021397,1596492424
Hedera,HBAR,22,-0.26461640588107094,-0.1833200795140686,D 弱×弱（様子見）,0.6753137474192216,-4.921949220373822,-10.965718666152878,0.2787755911001364,-2.270215880130717,-5.621895391861616,0.232963,2.06e-06,9878272314,290183346
Avalanche,AVAX,23,-0.2992730236725032,-0.24653675005013082,D 弱×弱（様子見）,0.602666748809881,-5.234614133627629,-8.5454465732766,0.20958709718402962,-2.596179812050938,-3.0594626632648962,22.52,0.00019883,9508515506,607175660
XRP,XRP,3,-0.4735205022219073,-0.3241424664239056,D 弱×弱（様子見）,0.6639620323287895,-5.885925589315896,-11.82299405311392,0.29548634780169225,-3.195046382661495,-6.6480526647980955,2.88,2.547e-05,171411134939,6774584090
Wrapped eETH,WEETH,20,-0.4049456507967016,-0.36639263783118653,D 弱×弱（様子見）,0.4555057468473931,-4.704512764923366,-10.403973343674052,0.08107084389733364,-2.0867458947067945,-5.025564322445875,4400.81,0.03885889,11371881563,39124165
Wrapped Beacon ETH,WBETH,16,-0.42678615388472435,-0.4379730068254983,D 弱×弱（様子見）,0.36311732444445555,-4.415472953568296,-10.165632405601578,-0.02738014018552971,-1.7734371580799424,-4.8896865981484705,4417.94,0.0390101,13064785701,8964826
Cardano,ADA,11,-0.5466643295960115,-0.5375939861741611,D 弱×弱（様子見）,0.4429595020466264,-7.683001838034532,0.9598457230005153,0.07529278685656422,-5.147054057526356,6.95349703963581,0.850074,7.51e-06,31007285730,2643892766
Wrapped stETH,WSTETH,13,-0.939353248875925,-1.006997452612483,D 弱×弱（様子見）,-0.015782436565481072,-5.191130055644452,-10.73169268848044,-0.40755532956971363,-2.514056870820778,-5.459137948273177,4934.46,0.04357092,15693226113,78406997
