name,symbol,market_cap_rank,usd_score,btc_score,quadrant,pct_1h,pct_24h,pct_7d,pct_1h_btc,pct_24h_btc,pct_7d_btc,price_usd,price_btc,market_cap,volume_usd
Cardano,ADA,11,2.5869177257996885,2.6900298144105608,A 強×強（本命）,2.7904137313841937,13.912358399750177,28.248397046688563,2.9309517222633508,10.028140186585741,19.340413787549572,0.950947,7.69e-06,34357205584,2182459389
Dogecoin,DOGE,9,0.41709875489855697,0.42854491965482977,A 強×強（本命）,1.0575085764556136,5.913873950642172,20.600872734412274,1.1501083190284522,2.3147235757067843,12.196426831189058,0.247527,2e-06,37212901617,4032426421
Solana,SOL,6,0.3433807341619714,0.37054151460122137,A 強×強（本命）,0.9710695711290891,5.538705987105237,21.414076787829988,1.1077605670783113,1.907195142364628,12.954446874543219,204.19,0.0016515,110148571904,11763586244
Chainlink,LINK,13,0.11966946590736914,-0.008258018098079706,B 強×弱（USD強・BTC優位）,0.3928868196757819,3.0540363376251967,44.30424765531764,0.5091350187055305,-0.4599315101653306,34.281043844338384,24.08,0.00019478,16315780202,2133161494
Polkadot,DOT,34,0.006005596132950009,-0.018944059124162343,B 強×弱（USD強・BTC優位）,0.6462019315174176,4.998473184429899,17.586052114356065,0.7290191693547725,1.3910528893265626,9.393143102741268,4.32,3.494e-05,6574799442,499075252
Ethereum,ETH,2,-0.15056910955377406,-0.2142106555507628,D 弱×弱（様子見）,0.1873081329773201,3.7336397442186406,28.738432103202566,0.3458636496272761,0.19098308212443493,19.78754337482053,4742.78,0.03836969,572714817321,58456345146
XRP,XRP,3,-0.3025757352666757,-0.24480148835280932,D 弱×弱（様子見）,0.8056070680028178,2.919684969424246,10.849572728395064,0.8791616060825241,-0.6129277902442645,3.1260336945572496,3.32,2.683e-05,196642443202,9148423027
Avalanche,AVAX,24,-0.41951958786519183,-0.4414025507656193,D 弱×弱（様子見）,0.18825792724776874,4.0840246104780125,14.946253684975844,0.31315246620311615,0.5754204249873637,6.871810834010021,25.5,0.00020633,10765875420,805993112
TRON,TRX,10,-0.5452805576775597,-0.5023195513700632,D 弱×弱（様子見）,0.40326013349869844,3.266486357798932,7.824119699994565,0.5187043743276737,-0.2586100115877693,0.24621365597074613,0.36351,2.94e-06,34412997130,1406564090
Litecoin,LTC,25,-0.6499091282619418,-0.6159479749274186,D 弱×弱（様子見）,0.32062584729416843,2.411732616580524,10.723741914106554,0.4359750747498091,-1.0817387212341678,3.0330006489270716,132.12,0.0010689,10057499868,1002476838
BNB,BNB,5,-0.7040909279522914,-0.694776350812106,D 弱×弱（様子見）,0.22374387035922033,2.4352623695279316,10.45278017786543,0.3252783092875193,-1.082087635782041,2.756888005237086,850.33,0.00687764,118438728822,2396595852
Bitcoin,BTC,1,-0.7291178438585054,-0.7764462132009957,D 弱×弱（様子見）,-0.09406198784576432,3.584934202126746,7.523990588036986,0.0,0.0,0.0,123667.0,1.0,2462054890225,65917099046
