name,symbol,market_cap_rank,usd_score,btc_score,quadrant,pct_1h,pct_24h,pct_7d,pct_1h_btc,pct_24h_btc,pct_7d_btc,price_usd,price_btc,market_cap,volume_usd
Bitcoin Cash,BCH,20,0.874858713743113,0.9587027165000985,A 強×強（本命）,0.3798036752549056,0.4089210005650019,1.9047042257511928,0.3885334369125031,1.3235802249159727,0.7498929083292274,596.91,0.00507076,11886389636,314692926
BNB,BNB,5,0.6573263980755899,0.8073707852480629,A 強×強（本命）,0.406877143906831,-1.3849324595284043,4.960880478537208,0.43463263772774213,-0.45087640120473754,3.7862844096258925,836.74,0.00710809,116583993478,2707387531
TRON,TRX,11,0.6064813608492643,0.7287403649685839,A 強×強（本命）,0.33043692685447246,-1.1160756836365961,4.843728405739701,0.35817129131551306,-0.1628319683015278,3.6704638506909504,0.354716,3.01e-06,33596099939,1637436940
Cardano,ADA,10,0.8810457941369231,0.5369389770130243,A 強×強（本命）,-0.44148183715423384,3.119850781063377,19.46541741001532,-0.4139608553819788,4.090322545553569,18.12852733625864,0.952276,8.09e-06,34860667602,3880300733
Wrapped Beacon ETH,WBETH,16,0.3457290506155462,0.4973316089151653,A 強×強（本命）,0.3828757951014342,-3.5790814974345766,9.971999592537673,0.4106246552502271,-2.7007503526524377,8.725767530005534,4787.08,0.04066635,14189715077,30598195
Ethena USDe,USDE,21,0.3262464613409383,0.3593243463536536,A 強×強（本命）,0.04676227601108097,0.0540051621843474,0.02987133121407951,0.07441822422681929,0.9963481248851002,-1.1036938798201006,1.001,8.51e-06,11297433472,284437669
Bitcoin,BTC,1,0.14751618530076407,0.1529259884430677,A 強×強（本命）,-0.008448801988499765,-0.9573306820053495,1.1151255712502777,0.0,0.0,0.0,117696.0,1.0,2342964081589,41441216074
Dogecoin,DOGE,9,0.22632435298352618,0.0891837257635882,A 強×強（本命）,-0.32650697511536414,1.81891026882016,0.9331213524939503,-0.2989542108181997,2.783312285271382,-0.20984589859236155,0.232362,1.97e-06,34977592452,4078500340
Solana,SOL,6,-0.11323796466313477,-0.007519513467262721,D 弱×弱（様子見）,0.12225995506016725,-3.6888257664528004,5.870174454706391,0.1499367720926728,-2.7762764545916268,4.684634779319365,187.72,0.00159466,101449556297,8351675562
Wrapped stETH,WSTETH,12,-0.08283417466975063,-0.023482620935501547,D 弱×弱（様子見）,0.07192018611685458,-3.7334428717335477,9.882461415084313,0.09958308873912285,-2.8267713946027206,8.637244023086266,5375.22,0.04566262,17138990120,74564682
Wrapped eETH,WEETH,19,-0.12734683104700434,-0.08325869309899765,D 弱×弱（様子見）,0.02077148371298635,-3.6081434177819847,9.76379009830366,0.048420247288353285,-2.678923303069433,8.51991752135328,4766.53,0.04049174,12386071670,27392374
WETH,WETH,24,-0.18091156696620073,-0.14360311908521678,D 弱×弱（様子見）,-0.007367901251975648,-3.707316800092585,9.759037485128145,0.020273083747103012,-2.779052719478269,8.515218766059267,4444.08,0.03775253,9994413570,899919515
Ethereum,ETH,2,-0.18050509040363108,-0.1611707858344306,D 弱×弱（様子見）,-0.04350776126316868,-3.745130192146088,9.707415490736949,-0.015876767434777648,-2.86167744041735,8.464600247113585,4443.33,0.03774613,536773271502,46691822117
Sui,SUI,18,-0.2732227713982861,-0.18658565697307622,D 弱×弱（様子見）,-0.030323952917946772,-1.9408822814669708,-3.961543944975928,-0.0026893136652183756,-1.0120920340610224,-5.036987530504882,3.73,3.167e-05,13106402147,2010301083
Chainlink,LINK,15,-0.35579041577721626,-0.3223393981640967,D 弱×弱（様子見）,-0.03056639108071869,-3.659984311491699,4.534566601982464,-0.021872318204526474,-2.752620976426926,3.3507161510339762,21.78,0.00018502,14777467942,1168002644
Hyperliquid,HYPE,13,-0.18543733644556154,-0.3866169375887251,D 弱×弱（様子見）,-0.4549685983102679,-1.6890179524148081,15.69227769703159,-0.4274513446861796,-0.7396856888986881,14.381374569252687,47.58,0.00040421,15906393346,368320001
Avalanche,AVAX,23,-0.6292895434518644,-0.5198731396887004,D 弱×弱（様子見）,-0.007248025108879598,-4.447314649740826,-0.5507183522057323,0.008174403269383606,-3.541681999153838,-1.6775729440814335,23.84,0.00020251,10075261843,1188224302
XRP,XRP,3,-0.5806863962701075,-0.663004039207921,D 弱×弱（様子見）,-0.47161245998739254,-0.39578663901384076,-5.758649504347,-0.44409980722942244,0.5423200301187566,-6.813969009109408,3.1,2.636e-05,184360360246,6648549959
Stellar,XLM,17,-0.6112323553063289,-0.7791185142362478,D 弱×弱（様子見）,-0.63288065117613,0.3486825824206935,-4.323705005034128,-0.6054125768023019,1.2697094347427273,-5.407143923985368,0.428212,3.64e-06,13404679836,505506555
Hedera,HBAR,22,-0.8011207196932403,-0.9100329439717293,D 弱×弱（様子見）,-0.5731336928413066,-0.9628418317053873,-4.72588491797091,-0.5456491026027944,-0.024787841646605045,-5.805556628811197,0.24919,2.12e-06,10573852175,380280363
